JURISDICTI3,Sample Type,Parameter,ResultJuris,Units
LAGUNA WOODS,Total,Trichloronate,1,ng/L
DANA POINT,Total,Trichloronate,1,ng/L
SAN JUAN CAPISTRANO,Total,Trichloronate,1,ng/L
LAGUNA BEACH,Total,Trichloronate,1,ng/L
SAN CLEMENTE,Total,Trichloronate,1,ng/L
MISSION VIEJO,Total,Volatile Suspended Solids,2.5,mg/L
LAKE FOREST,Total,Volatile Suspended Solids,3.8666666666666667,mg/L
RANCHO SANTA MARGARITA,Total,Volatile Suspended Solids,4.011111111111111,mg/L
ORANGE CO,Total,Volatile Suspended Solids,6.078947368421052,mg/L
LAGUNA NIGUEL,Total,Volatile Suspended Solids,4.444444444444445,mg/L
ALISO VIEJO,Total,Volatile Suspended Solids,8,mg/L
LAGUNA HILLS,Total,Volatile Suspended Solids,2.5,mg/L
LAGUNA WOODS,Total,Volatile Suspended Solids,2.5,mg/L
DANA POINT,Total,Volatile Suspended Solids,3.2285714285714286,mg/L
SAN JUAN CAPISTRANO,Total,Volatile Suspended Solids,3.1,mg/L
LAGUNA BEACH,Total,Volatile Suspended Solids,3.8000000000000003,mg/L
SAN CLEMENTE,Total,Volatile Suspended Solids,4.8,mg/L
MISSION VIEJO,Total,Zinc,11.4,ug/L
MISSION VIEJO,Dissolved,Zinc,11.4,ug/L
LAKE FOREST,Total,Zinc,8.2,ug/L
LAKE FOREST,Dissolved,Zinc,8.2,ug/L
RANCHO SANTA MARGARITA,Total,Zinc,11.7,ug/L
RANCHO SANTA MARGARITA,Dissolved,Zinc,11.7,ug/L
ORANGE CO,Total,Zinc,14.460526315789474,ug/L
ORANGE CO,Dissolved,Zinc,14.460526315789474,ug/L
LAGUNA NIGUEL,Total,Zinc,15.545454545454545,ug/L
ALISO VIEJO,Total,Zinc,16.261904761904763,ug/L
LAGUNA NIGUEL,Dissolved,Zinc,15.545454545454545,ug/L
ALISO VIEJO,Dissolved,Zinc,16.261904761904763,ug/L
LAGUNA HILLS,Total,Zinc,5,ug/L
LAGUNA WOODS,Total,Zinc,5,ug/L
LAGUNA HILLS,Dissolved,Zinc,5,ug/L
LAGUNA WOODS,Dissolved,Zinc,5,ug/L
DANA POINT,Total,Zinc,17.928571428571427,ug/L
SAN JUAN CAPISTRANO,Total,Zinc,11.8,ug/L
DANA POINT,Dissolved,Zinc,17.928571428571427,ug/L
SAN JUAN CAPISTRANO,Dissolved,Zinc,11.8,ug/L
LAGUNA BEACH,Total,Zinc,5,ug/L
LAGUNA BEACH,Dissolved,Zinc,5,ug/L
SAN CLEMENTE,Total,Zinc,33.166666666666664,ug/L
SAN CLEMENTE,Dissolved,Zinc,33.166666666666664,ug/L
DANA POINT,NA,NA,NA,NA
LAGUNA BEACH,NA,NA,NA,NA
LAGUNA NIGUEL,NA,NA,NA,NA
ORANGE CO,NA,NA,NA,NA
ALISO VIEJO,NA,NA,NA,NA
LAGUNA WOODS,NA,NA,NA,NA
IRVINE,NA,NA,NA,NA
NEWPORT BEACH,NA,NA,NA,NA
LAKE FOREST,NA,NA,NA,NA
MISSION VIEJO,NA,NA,NA,NA
RANCHO SANTA MARGARITA,NA,NA,NA,NA
LAGUNA HILLS,NA,NA,NA,NA
SAN JUAN CAPISTRANO,NA,NA,NA,NA
SAN CLEMENTE,NA,NA,NA,NA
